Name	Sex	Birth	Games	Sport	Event	Status	Team	Pos	Medal	Nat
Édouard Saint-Poulof	Male	1877	1920 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Men	Olympic	Josette	13		France
Édouard Saint-Poulof	Male	1877	1920 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Team, Men	Olympic	France	AC		France
Jean Saint-Fort Paillard	Male	1913	1948 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Individual, Men	Olympic	Sous les Ceps	6		France
Jean Saint-Fort Paillard	Male	1913	1948 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Team, Men	Olympic	France	1	Gold	France
Jean Saint-Fort Paillard	Male	1913	1952 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Individual, Open	Olympic	Tapir	23		France
Jean Saint-Fort Paillard	Male	1913	1952 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Team, Open	Olympic	France	4		France
Jean Saint-Fort Paillard	Male	1913	1956 Equestrian Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Men	Olympic	Farceur	25		France
Jean Saint-Fort Paillard	Male	1913	1956 Equestrian Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Team, Men	Olympic	Alain Bouchet	AC		France
Léon Saint-Fort Paillard	Male	1879	1924 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Individual, Men	Olympic	Roitelet VI	10		France
André Salah Sakakini	Male	1957	1988 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Tric Trac 2	58 r1/2		Egypt
André Salah Sakakini	Male	1957	1992 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Get Away	60 r1/2		Egypt
André Salah Sakakini	Male	1957	2000 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Careful 23	AC r2/2		Egypt
André Salah Sakakini	Male	1957	2004 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Casper	AC r1/2		Egypt
Yoshinaga Sakurai	Male	1949	1992 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Individual, Open	Olympic	Matador	41		Japan
Salins	Male		1920 Summer Olympics	Equestrian Vaulting (Equestrian)	Vaulting, Individual, Men	Olympic		7		France
Salins	Male		1920 Summer Olympics	Equestrian Vaulting (Equestrian)	Vaulting, Team, Men	Olympic	France	2	Silver	France
Jean Salmon	Male	1898	1956 Equestrian Olympics	Equestrian Dressage (Equestrian)	Dressage, Individual, Open	Olympic	Kipling	32		France
Jean Salmon	Male	1898	1956 Equestrian Olympics	Equestrian Dressage (Equestrian)	Dressage, Team, Open	Olympic	France	6		France
Yury Salnikov	Male	1950	1976 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Open	Olympic	Rumpel	8		Soviet Union
Yury Salnikov	Male	1950	1976 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Team, Open	Olympic	Soviet Union	5		Soviet Union
Yury Salnikov	Male	1950	1980 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Open	Olympic	Pintset	3	Bronze	Soviet Union
Yury Salnikov	Male	1950	1980 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Team, Open	Olympic	Soviet Union	1	Gold	Soviet Union
Gennady Samosedenko	Male	1942	1968 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Open	Olympic	Soviet Union	12		Soviet Union
Pedro Sánchez	Male	1966	1988 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Nuit des Tourelles	AC r2/2		Spain
Pedro Sánchez	Male	1966	1988 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Open	Olympic	Spain	=8		Spain
Pedro Sánchez	Male	1966	1996 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Riccarda	=40 r1/2		Spain
Pedro Sánchez	Male	1966	1996 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Open	Olympic	Spain	5		Spain
Richard Sands	Male	1947	1972 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Open	Olympic	Depeche	7		Australia
Richard Sands	Male	1947	1972 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Team, Open	Olympic	Australia	4		Australia
Bertil Sandström	Male	1887	1920 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Individual, Men	Olympic	Sabel	2	Silver	Sweden
Bertil Sandström	Male	1887	1924 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Individual, Men	Olympic	Sabel	2	Silver	Sweden
Bertil Sandström	Male	1887	1932 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Individual, Men	Olympic	Kreta	10		Sweden
Bertil Sandström	Male	1887	1932 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Team, Men	Olympic	Sweden	2	Silver	Sweden
Folke Sandström	Male	1892	1936 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Individual, Men	Olympic	Pergola	15		Sweden
Folke Sandström	Male	1892	1936 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Team, Men	Olympic	Sweden	3	Bronze	Sweden
George Sanna	Male	1952	1984 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Kite	=36		Australia
George Sanna	Male	1952	1984 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Open	Olympic	Australia	9		Australia
George Sanna	Male	1952	1988 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Schnaps	AC r2/2		Australia
George Sanna	Male	1952	1988 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Open	Olympic	Australia	10		Australia
Enrique Sarasola	Male	1963	1992 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Minstrel	AC r2/2		Spain
Enrique Sarasola	Male	1963	1992 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Open	Olympic	Spain	4		Spain
Enrique Sarasola	Male	1963	1996 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Open	Olympic	Rebaby	AC		Spain
Enrique Sarasola	Male	1963	1996 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Team, Open	Olympic	Spain	8		Spain
Enrique Sarasola	Male	1963	2000 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Open	Olympic	Cool Boy	AC		Spain
Enrique Sarasola	Male	1963	2000 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Team, Open	Olympic	Spain	7		Spain
Fernando Sarasola	Male	1966	1996 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Ennio	=11		Spain
Fernando Sarasola	Male	1966	1996 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Open	Olympic	Spain	5		Spain
Fernando Sarasola	Male	1966	2000 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Ennio	AC r1/2		Spain
Fernando Sarasola	Male	1966	2000 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Open	Olympic	Spain	14		Spain
Jean Sarrazin	Male	1934	1968 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Open	Olympic	Joburg	32		France
Jean Sarrazin	Male	1934	1968 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Team, Open	Olympic	France	4		France
Shinzo Sasa	Male	1935	1964 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Snaefell	38		Japan
Shinzo Sasa	Male	1935	1964 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Open	Olympic	Japan	12		Japan
Víctor Saucedo	Male	1919	1952 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Men	Olympic	Resorte II	=25		Mexico
Víctor Saucedo	Male	1919	1952 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Men	Olympic	Mexico	9		Mexico
Heinrich Sauer	Male	1912	1936 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Men	Olympic	Gloriette	=21		Austria
Heinrich Sauer	Male	1912	1936 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Men	Olympic	Austria	AC		Austria
Heinrich Sauer	Male	1912	1948 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Men	Olympic	Sobri	AC		Austria
Uwe Sauer	Male	1943	1984 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Individual, Open	Olympic	Montevideo	=6		West Germany
Uwe Sauer	Male	1943	1984 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Team, Open	Olympic	West Germany	1	Gold	West Germany
Carl Høst Saunte	Male	1872	1912 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Individual, Men	Olympic	Streg	18		Denmark
Carl Høst Saunte	Male	1872	1912 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Men	Olympic	Streg	AC		Denmark
Carl Høst Saunte	Male	1872	1912 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Team, Men	Olympic	Denmark	AC		Denmark
Takao Sawai	Male	1940	1988 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Milky Way	60 r1/2		Japan
Takao Sawai	Male	1940	1988 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Open	Olympic	Japan	AC		Japan
Michael Saywell	Male	1942	1972 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Hideaway	15		Great Britain
Michael Saywell	Male	1942	1972 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Open	Olympic	Great Britain	4		Great Britain
James Scanlon	Male	1948	1968 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Open	Olympic	The Furtive	17		Australia
James Scanlon	Male	1948	1968 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Team, Open	Olympic	Australia	3	Bronze	Australia
Gábor Schaller	Male	1966	1996 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Team, Open	Olympic	Hungary	13		Hungary
Samuel Schatzmann	Male	1955	1988 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Individual, Open	Olympic	Rochus	=39		Switzerland
Samuel Schatzmann	Male	1955	1988 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Team, Open	Olympic	Switzerland	2	Silver	Switzerland
Martin Schaudt	Male	1958	1996 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Individual, Open	Olympic	Durgo	9		Germany
Martin Schaudt	Male	1958	1996 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Team, Open	Olympic	Germany	1	Gold	Germany
Martin Schaudt	Male	1958	2004 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Individual, Open	Olympic	Weltall VA	15		Germany
Martin Schaudt	Male	1958	2004 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Team, Open	Olympic	Germany	1	Gold	Germany
Rodolphe Scherer	Male	1972	1996 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Team, Open	Olympic	France	4		France
Rodolphe Scherer	Male	1972	2000 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Open	Olympic	Bambi de Brière	4		France
Charles Schlumberger	Male	1893	1924 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Individual, Men	Olympic	Kincses	21		Switzerland
Hansueli Schmutz	Male	1950	1984 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Open	Olympic	Oran	11		Switzerland
Alwin Schockemöhle	Male	1937	1960 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Ferdle	=26		Germany
Alwin Schockemöhle	Male	1937	1960 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Open	Olympic	Germany	1	Gold	Germany
Alwin Schockemöhle	Male	1937	1968 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Donald Rex	=7		West Germany
Alwin Schockemöhle	Male	1937	1968 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Open	Olympic	West Germany	3	Bronze	West Germany
Alwin Schockemöhle	Male	1937	1976 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Warwick Rex	1	Gold	West Germany
Alwin Schockemöhle	Male	1937	1976 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Open	Olympic	West Germany	2	Silver	West Germany
Paul Schockemöhle	Male	1945	1976 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Talisman	36		West Germany
Paul Schockemöhle	Male	1945	1976 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Open	Olympic	West Germany	2	Silver	West Germany
Paul Schockemöhle	Male	1945	1984 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Deister	=7		West Germany
Paul Schockemöhle	Male	1945	1984 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Open	Olympic	West Germany	3	Bronze	West Germany
Brian Schrapel	Male	1946	1972 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Open	Olympic	Wakool	27		Australia
Brian Schrapel	Male	1946	1972 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Team, Open	Olympic	Australia	4		Australia
Hermann Schridde	Male	1937	1964 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Dozent	2	Silver	Germany
Hermann Schridde	Male	1937	1964 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Open	Olympic	Germany	1	Gold	Germany
Hermann Schridde	Male	1937	1968 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Open	Olympic	West Germany	3	Bronze	West Germany
Karl Schultz	Male	1937	1972 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Open	Olympic	Pisco	16		West Germany
Karl Schultz	Male	1937	1972 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Team, Open	Olympic	West Germany	3	Bronze	West Germany
Karl Schultz	Male	1937	1976 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Open	Olympic	Madrigal	3	Bronze	West Germany
Karl Schultz	Male	1937	1976 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Team, Open	Olympic	West Germany	2	Silver	West Germany
Gerhard Schulz	Male	1931	1960 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Men	Olympic	Wanderlilli	14		Germany
Gerhard Schulz	Male	1931	1960 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Team, Men	Olympic	Germany	AC		Germany
Gerhard Schulz	Male	1931	1964 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Open	Olympic	Balza, X	20		Germany
Gerhard Schulz	Male	1931	1964 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Team, Open	Olympic	Germany	3	Bronze	Germany
Karel Schummelketel	Male	1897	1932 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Men	Olympic	Duiveltje	6		Netherlands
Karel Schummelketel	Male	1897	1932 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Team, Men	Olympic	Netherlands	2	Silver	Netherlands
Alfred Schwarzenbach	Male	1941	1972 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Open	Olympic	Big Boy	33		Switzerland
Alfred Schwarzenbach	Male	1941	1972 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Team, Open	Olympic	Switzerland	6		Switzerland
Hans Schwarzenbach	Male	1913	1952 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Men	Olympic	Vae Victis	17		Switzerland
Hans Schwarzenbach	Male	1913	1952 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Team, Men	Olympic	Switzerland	AC		Switzerland
Hans Schwarzenbach	Male	1913	1960 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Men	Olympic	Burn-Trout	13		Switzerland
Hans Schwarzenbach	Male	1913	1960 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Team, Men	Olympic	Switzerland	2	Silver	Switzerland
Otto Schöniger	Male	1889	1924 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Individual, Men	Olympic	Fefé	18		Czechoslovakia
Otto Schöniger	Male	1889	1928 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Individual, Men	Olympic	Ex	10		Czechoslovakia
Otto Schöniger	Male	1889	1928 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Team, Men	Olympic	Czechoslovakia	5		Czechoslovakia
Otto Schöniger	Male	1889	1936 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Individual, Men	Olympic	Helios	29		Czechoslovakia
Otto Schöniger	Male	1889	1936 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Team, Men	Olympic	Czechoslovakia	8		Czechoslovakia
Bruno Scolari	Male	1961	1984 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Joyau d'Or	=22		Italy
Bruno Scolari	Male	1961	1984 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Open	Olympic	Italy	8		Italy
Alec Scott	Male	1906	1936 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Men	Olympic	Bob Clive	7		Great Britain
Alec Scott	Male	1906	1936 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Team, Men	Olympic	Great Britain	3	Bronze	Great Britain
Herbert Scott	Male	1885	1912 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Men	Olympic	Whisper II	AC		Great Britain
Herbert Scott	Male	1885	1912 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Team, Men	Olympic	Great Britain	AC		Great Britain
Herbert Scott	Male	1885	1912 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Men	Olympic	Shamrock	4		Great Britain
Alfonso Segovia	Male	1945	1972 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Tic Tac	=8		Spain
Alfonso Segovia	Male	1945	1972 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Open	Olympic	Spain	7		Spain
Alfonso Segovia	Male	1945	1976 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Val de Loire	AC		Spain
Alfonso Segovia	Male	1945	1976 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Open	Olympic	Spain	6		Spain
Didier Seguret	Male	1956	1992 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Open	Olympic	Coeur de Rocker	AC		France
Didier Seguret	Male	1956	1992 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Team, Open	Olympic	France	14		France
Guenter Seidel	Male	1960	1996 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Individual, Open	Olympic	Graf George	8		United States
Guenter Seidel	Male	1960	1996 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Team, Open	Olympic	United States	3	Bronze	United States
Guenter Seidel	Male	1960	2000 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Individual, Open	Olympic	Foltaire	26		United States
Guenter Seidel	Male	1960	2000 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Team, Open	Olympic	United States	3	Bronze	United States
Guenter Seidel	Male	1960	2004 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Individual, Open	Olympic	Aragon	14		United States
Guenter Seidel	Male	1960	2004 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Team, Open	Olympic	United States	3	Bronze	United States
Gaston Seigner	Male	1878	1912 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Individual, Men	Olympic	Dignité	10		France
Gaston Seigner	Male	1878	1912 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Men	Olympic	Dignité	14		France
Gaston Seigner	Male	1878	1912 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Team, Men	Olympic	France	4		France
Gaston Seigner	Male	1878	1912 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Men	Olympic	France	2	Silver	France
Robert Selfelt	Male	1903	1948 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Men	Olympic	Claque	3	Bronze	Sweden
Robert Selfelt	Male	1903	1948 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Team, Men	Olympic	Sweden	2	Silver	Sweden
Aleksey Selikhov	Male		1912 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Men	Olympic	Tugela	=22		Russia
Aleksey Selikhov	Male		1912 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Men	Olympic	Russia	5		Russia
František Šembera	Male	1904	1960 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Individual, Open	Olympic	Ivo	14		Czechoslovakia
Ivan Semyonov	Male	1936	1964 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Sibiryak	28		Soviet Union
Ivan Semyonov	Male	1936	1964 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Open	Olympic	Soviet Union	11		Soviet Union
Todor Semov	Male	1898	1928 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Men	Olympic	Arsenal	AC		Bulgaria
Todor Semov	Male	1898	1928 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Team, Men	Olympic	Bulgaria	AC		Bulgaria
Todor Semov	Male	1898	1936 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Men	Olympic	Lowak	AC		Bulgaria
Todor Semov	Male	1898	1936 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Team, Men	Olympic	Bulgaria	AC		Bulgaria
Fernando Senderos	Male	1950	1976 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Jet Run	21		Mexico
Fernando Senderos	Male	1950	1976 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Open	Olympic	Mexico	8		Mexico
Fernando Senderos	Male	1950	1984 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Massacre	18		Mexico
Fernando Senderos	Male	1950	1984 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Open	Olympic	Mexico	12		Mexico
Georges Serlez	Male	1888	1924 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Individual, Men	Olympic	Chong	9		Belgium
António Serôdio	Male		1948 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Men	Olympic	Abstrato	AC		Portugal
António Serôdio	Male		1948 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Team, Men	Olympic	Portugal	AC		Portugal
Federico Serrano	Male	1944	1968 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Individual, Open	Olympic	Marko	18		Mexico
Vladimir Seunig	Male	1887	1924 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Individual, Men	Olympic	Benita	24		Yugoslavia
Josef Seyfried	Male	1895	1928 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Men	Olympic	Ekul	AC		Czechoslovakia
Josef Seyfried	Male	1895	1928 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Team, Men	Olympic	Czechoslovakia	AC		Czechoslovakia
Josef Seyfried	Male	1895	1936 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Men	Olympic	Radmila	AC		Czechoslovakia
Josef Seyfried	Male	1895	1936 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Men	Olympic	Czechoslovakia	AC		Czechoslovakia
Neal Shapiro	Male	1945	1972 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Sloopy	3	Bronze	United States
Neal Shapiro	Male	1945	1972 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Open	Olympic	United States	2	Silver	United States
Sin Chang-Mu	Male	1963	1988 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Individual, Open	Olympic	Lugana	50		Republic of Korea
Takeshi Shirai	Male	1977	1996 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Vicomte du Mesnil	15 r1/2		Japan
Takeshi Shirai	Male	1977	1996 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Open	Olympic	Japan	15		Japan
Takeshi Shirai	Male	1977	2000 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Vicomte du Mesnil	AC r2/2		Japan
Takeshi Shirai	Male	1977	2000 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Open	Olympic	Japan	11		Japan
Ernesto Silva	Male	1921	1952 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Individual, Open	Olympic	Viarregio	22		Chile
Ernesto Silva	Male	1921	1952 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Team, Open	Olympic	Chile	5		Chile
Fernando Paes	Male	1907	1948 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Individual, Men	Olympic	Matamas	9		Portugal
Fernando Paes	Male	1907	1948 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Team, Men	Olympic	Portugal	3	Bronze	Portugal
Fernando Paes	Male	1907	1948 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Individual, Men	Olympic	Zuari	25		Portugal
Fernando Paes	Male	1907	1948 Summer Olympics	Equestrian Eventing (Equestrian)	Three-Day Event, Team, Men	Olympic	Portugal	AC		Portugal
Fernando Paes	Male	1907	1952 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Individual, Open	Olympic	Matamas	26		Portugal
Fernando Paes	Male	1907	1952 Summer Olympics	Equestrian Dressage (Equestrian)	Dressage, Team, Open	Olympic	Portugal	8		Portugal
Hugo Simon	Male	1942	1972 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Lavendel	=4		Austria
Hugo Simon	Male	1942	1976 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Lavendel	=5		Austria
Hugo Simon	Male	1942	1976 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Open	Olympic	Austria	11		Austria
Hugo Simon	Male	1942	1984 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	The Freak	=22		Austria
Hugo Simon	Male	1942	1988 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Gipsy Lady	AC r2/2		Austria
Hugo Simon	Male	1942	1992 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	Apricot D	AC r2/2		Austria
Hugo Simon	Male	1942	1992 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Open	Olympic	Austria	2	Silver	Austria
Hugo Simon	Male	1942	1996 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Individual, Open	Olympic	E.T.	4		Austria
Hugo Simon	Male	1942	1996 Summer Olympics	Equestrian Jumping (Equestrian)	Jumping, Team, Open	Olympic	Austria	=11		Austria
