Name	Sex	Birth	Games	Sport	Event	Status	Team	Pos	Medal	Nat
Raymond Boisset	Male	1912	1936 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	France	3 h2 r1/2		France
Renon Boissière	Male	1882	1912 Summer Olympics	Athletics	Marathon, Men	Olympic		13		France
René Bonino	Male	1930	1952 Summer Olympics	Athletics	100 metres, Men	Olympic		3 h11 r1/4		France
René Bonino	Male	1930	1952 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	France	5		France
René Bonino	Male	1930	1956 Summer Olympics	Athletics	100 metres, Men	Olympic		5 h4 r2/4		France
René Bonino	Male	1930	1956 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	France	4 h1 r2/3		France
Paul Bontemps	Male	1902	1924 Summer Olympics	Athletics	3,000 metres Steeplechase, Men	Olympic		3	Bronze	France
Paul Bontemps	Male	1902	1924 Summer Olympics	Athletics	3,000 metres, Team, Men	Olympic	France	4		France
Paul Bontemps	Male	1902	1928 Summer Olympics	Athletics	3,000 metres Steeplechase, Men	Olympic		DNS		France
Nadir Bosch	Male	1973	1996 Summer Olympics	Athletics	3,000 metres Steeplechase, Men	Olympic		12 h2 r2/3		France
Jean Bouin	Male	1888	1908 Summer Olympics	Athletics	800 metres, Men	Olympic		DNS		France
Jean Bouin	Male	1888	1908 Summer Olympics	Athletics	1,500 metres, Men	Olympic		2 h7 r1/2		France
Jean Bouin	Male	1888	1908 Summer Olympics	Athletics	5 mile, Men	Olympic		DNS		France
Jean Bouin	Male	1888	1908 Summer Olympics	Athletics	3 mile, Team, Men	Olympic	France	3	Bronze	France
Jean Bouin	Male	1888	1912 Summer Olympics	Athletics	5,000 metres, Men	Olympic		2	Silver	France
Jean Bouin	Male	1888	1912 Summer Olympics	Athletics	10,000 metres, Men	Olympic		DNS		France
Jean Bouin	Male	1888	1912 Summer Olympics	Athletics	3,000 metres, Team, Men	Olympic	France	DNS		France
Jean Bouin	Male	1888	1912 Summer Olympics	Athletics	Cross-Country, Individual, Men	Olympic		AC		France
Jacques Boulanger	Male	1927	1952 Summer Olympics	Athletics	Triple Jump, Men	Olympic		16 r1/2		France
Julien Boullery	Male	1886	1912 Summer Olympics	Athletics	100 metres, Men	Olympic		3 h15 r1/3		France
Patrick Bourbeillon	Male	1947	1972 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	France	7		France
Maxime Bousselaire	Male	1901	1924 Summer Olympics	Athletics	Shot Put, Men	Olympic		22		France
Jean-Jacques Boussemart	Male	1963	1984 Summer Olympics	Athletics	200 metres, Men	Olympic		6		France
Jean-Jacques Boussemart	Male	1963	1984 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	France	6		France
Charles Bouvet	Male	1918	1948 Summer Olympics	Athletics	Pole Vault, Men	Olympic		=17 r1/2		France
Jacky Boxberger	Male	1949	1968 Summer Olympics	Athletics	1,500 metres, Men	Olympic		6		France
Jacky Boxberger	Male	1949	1972 Summer Olympics	Athletics	1,500 metres, Men	Olympic		5 h2 r2/3		France
Jacky Boxberger	Male	1949	1976 Summer Olympics	Athletics	5,000 metres, Men	Olympic		10 h3 r1/2		France
Jacky Boxberger	Male	1949	1984 Summer Olympics	Athletics	Marathon, Men	Olympic		42		France
Ali Brakchi	Male	1934	1960 Summer Olympics	Athletics	Long Jump, Men	Olympic		26 r1/2		France
Henri Brault	Male	1928	1952 Summer Olympics	Athletics	200 metres, Men	Olympic		3 h12 r1/4		France
Georges Breitman	Male	1920	1948 Summer Olympics	Athletics	Pole Vault, Men	Olympic		13 r1/2		France
Georges Breitman	Male	1920	1952 Summer Olympics	Athletics	Decathlon, Men	Olympic		AC		France
Norbert Brige	Male	1964	1988 Summer Olympics	Athletics	Long Jump, Men	Olympic		7		France
Paul Bronner	Male	1913	1936 Summer Olympics	Athletics	100 metres, Men	Olympic		4 h4 r1/4		France
Paul Bronner	Male	1913	1936 Summer Olympics	Athletics	200 metres, Men	Olympic		4 h4 r1/4		France
Paul Bronner	Male	1913	1936 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	France	5 h2 r1/2		France
Edmond Brossard	Male	1900	1920 Summer Olympics	Athletics	3,000 metres Steeplechase, Men	Olympic		4 h1 r1/2		France
Edmond Brossard	Male	1900	1920 Summer Olympics	Athletics	3,000 metres, Team, Men	Olympic	France	4		France
Edmond Brossard	Male	1900	1920 Summer Olympics	Athletics	Cross-Country, Individual, Men	Olympic		31		France
Edmond Brossard	Male	1900	1920 Summer Olympics	Athletics	Cross-Country, Team, Men	Olympic	France	5		France
Jean-Olivier Brosseau	Male	1967	1996 Summer Olympics	Athletics	20 kilometres Walk, Men	Olympic		34		France
Yves Brouzet	Male	1948	1972 Summer Olympics	Athletics	Shot Put, Men	Olympic		12		France
Yves Brouzet	Male	1948	1976 Summer Olympics	Athletics	Shot Put, Men	Olympic		14 r1/2		France
Gérard Brunel	Male	1957	1984 Summer Olympics	Athletics	400 metres Hurdles, Men	Olympic		6 h1 r1/3		France
Thierry Brusseau	Male	1964	1992 Summer Olympics	Athletics	3,000 metres Steeplechase, Men	Olympic		12 h2 r2/3		France
Gérard Buchheit	Male	1948	1972 Summer Olympics	Athletics	3,000 metres Steeplechase, Men	Olympic		8 h1 r1/2		France
Armand Burtin	Male	1896	1920 Summer Olympics	Athletics	1,500 metres, Men	Olympic		4 h2 r1/2		France
Armand Burtin	Male	1896	1920 Summer Olympics	Athletics	3,000 metres, Team, Men	Olympic	France	4		France
Armand Burtin	Male	1896	1924 Summer Olympics	Athletics	3,000 metres, Team, Men	Olympic	France	4		France
André Byrame	Male	1943	1972 Summer Olympics	Athletics	100 metres, Men	Olympic		6 h12 r1/4		France
Pierre Camara	Male	1965	1992 Summer Olympics	Athletics	Triple Jump, Men	Olympic		11		France
André Campana	Male	1886	1912 Summer Olympics	Athletics	Long Jump, Men	Olympic		16		France
Yves Camus	Male	1930	1952 Summer Olympics	Athletics	400 metres, Men	Olympic		4 h4 r2/4		France
Yves Camus	Male	1930	1952 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	France	5		France
Yves Camus	Male	1930	1956 Summer Olympics	Athletics	200 metres, Men	Olympic		3 h12 r1/4		France
Jacques Carette	Male	1947	1968 Summer Olympics	Athletics	200 metres, Men	Olympic		6 h1 r2/4		France
Jacques Carette	Male	1947	1968 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	France	8		France
Jacques Carette	Male	1947	1972 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	France	3	Bronze	France
Stéphane Caristan	Male	1964	1984 Summer Olympics	Athletics	110 metres Hurdles, Men	Olympic		6		France
Stéphane Caristan	Male	1964	1988 Summer Olympics	Athletics	110 metres Hurdles, Men	Olympic		5 h1 r3/4		France
Stéphane Caristan	Male	1964	1992 Summer Olympics	Athletics	400 metres Hurdles, Men	Olympic		7		France
Stéphane Caristan	Male	1964	1992 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	France	4 h1 r1/2		France
Maurice Carlton	Male	1913	1936 Summer Olympics	Athletics	100 metres, Men	Olympic		4 h1 r1/4		France
Maurice Carlton	Male	1913	1936 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	France	5 h2 r1/2		France
Henri Caron	Male	1924	1948 Summer Olympics	Athletics	50 kilometres Walk, Men	Olympic		11		France
André Castanet	Male		1900 Summer Olympics	Athletics	5,000 metres, Team, Men	Olympic	Racing Club de France	2	Silver	France
René Caste	Male		1920 Summer Olympics	Athletics	100 metres, Men	Olympic		DNS		France
René Caste	Male		1920 Summer Olympics	Athletics	200 metres, Men	Olympic		3 h2 r2/4		France
Joseph Caullé	Male	1885	1912 Summer Olympics	Athletics	400 metres, Men	Olympic		DNS		France
Joseph Caullé	Male	1885	1912 Summer Olympics	Athletics	800 metres, Men	Olympic		5 h1 r1/3		France
André Cerbonney	Male	1900	1928 Summer Olympics	Athletics	100 metres, Men	Olympic		AC h2 r2/4		France
André Cerbonney	Male	1900	1928 Summer Olympics	Athletics	200 metres, Men	Olympic		3 h3 r2/4		France
André Cerbonney	Male	1900	1928 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	France	4		France
Émile Champion	Male	1879	1900 Summer Olympics	Athletics	Marathon, Men	Olympic		2	Silver	France
Albert Champoudry	Male	1880	1900 Summer Olympics	Athletics	5,000 metres, Team, Men	Olympic	Racing Club de France	2	Silver	France
Albert Champoudry	Male	1880	1900 Summer Olympics	Athletics	2,500 metre steeplechase, Handicap, Men	Olympic (non-medal)		AC		France
Jean-Michel Charbonnel	Male	1952	1980 Summer Olympics	Athletics	Marathon, Men	Olympic		AC		France
Jean Chastanié	Male	1875	1900 Summer Olympics	Athletics	2,500 metres Steeplechase, Men	Olympic		3	Bronze	France
Jean Chastanié	Male	1875	1900 Summer Olympics	Athletics	4,000 metres Steeplechase, Men	Olympic		4		France
Jean Chastanié	Male	1875	1900 Summer Olympics	Athletics	5,000 metres, Team, Men	Olympic	Racing Club de France	2	Silver	France
François Châtelet	Male	1939	1964 Summer Olympics	Athletics	800 metres, Men	Olympic		5 h1 r1/3		France
Dominique Chauvelier	Male	1956	1992 Summer Olympics	Athletics	Marathon, Men	Olympic		31		France
Dominique Chauvelot	Male	1952	1972 Summer Olympics	Athletics	100 metres, Men	Olympic		7 h3 r2/4		France
Dominique Chauvelot	Male	1952	1976 Summer Olympics	Athletics	100 metres, Men	Olympic		5 h2 r1/4		France
Dominique Chauvelot	Male	1952	1976 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	France	7		France
Robert Chef d'Hôtel	Male	1922	1948 Summer Olympics	Athletics	800 metres, Men	Olympic		7		France
Robert Chef d'Hôtel	Male	1922	1948 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	France	2	Silver	France
Kader Chékhémani	Male	1971	1996 Summer Olympics	Athletics	1,500 metres, Men	Olympic		8 h1 r2/3		France
André Cherrier	Male	1905	1928 Summer Olympics	Athletics	High Jump, Men	Olympic		=7		France
Bruno Cherrier	Male	1953	1972 Summer Olympics	Athletics	200 metres, Men	Olympic		7 h2 r3/4		France
Bruno Cherrier	Male	1953	1972 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	France	7		France
Roger Chesneau	Male	1925	1948 Summer Olympics	Athletics	3,000 metres Steeplechase, Men	Olympic		11		France
Louis Chevalier	Male	1921	1948 Summer Olympics	Athletics	10 kilometres Walk, Men	Olympic		AC h2 r1/2		France
Louis Chevalier	Male	1921	1952 Summer Olympics	Athletics	10 kilometres Walk, Men	Olympic		4		France
Franck Chevallier	Male	1964	1984 Summer Olympics	Athletics	110 metres Hurdles, Men	Olympic		5 h2 r1/3		France
André Chilo	Male	1898	1920 Summer Olympics	Athletics	Triple Jump, Men	Olympic		17 r1/2		France
André Chilo	Male	1898	1920 Summer Olympics	Rugby (Rugby)	Rugby, Men	Olympic	France	2	Silver	France
Eugène Choisel	Male	1881	1900 Summer Olympics	Athletics	110 metres Hurdles, Men	Olympic		3 h1 r2/3		France
Eugène Choisel	Male	1881	1900 Summer Olympics	Athletics	200 metres Hurdles, Men	Olympic		4		France
Eugène Choisel	Male	1881	1900 Summer Olympics	Athletics	110 metre hurdles, Handicap, Men	Olympic (non-medal)		4		France
Eugène Choisel	Male	1881	1908 Summer Olympics	Athletics	400 metres, Men	Olympic		DNS		France
Eugène Choisel	Male	1881	1908 Summer Olympics	Athletics	110 metres Hurdles, Men	Olympic		DNS		France
Robert Chottin	Male	1900	1924 Summer Olympics	Athletics	1,500 metres, Men	Olympic		4 h6 r1/2		France
Walter Ciofani	Male	1962	1984 Summer Olympics	Athletics	Hammer Throw, Men	Olympic		7		France
Samba Ciré	Male	1898	1924 Summer Olympics	Athletics	Javelin Throw, Men	Olympic		20		France
Vincent Clarico	Male	1966	1996 Summer Olympics	Athletics	110 metres Hurdles, Men	Olympic		5 h2 r3/4		France
André Clayeux	Male	1897	1924 Summer Olympics	Athletics	Triple Jump, Men	Olympic		AC		France
André Clayeux	Male	1897	1928 Summer Olympics	Athletics	Triple Jump, Men	Olympic		DNS		France
Georges Clément	Male		1900 Summer Olympics	Athletics	400 metres, Men	Olympic		4 h1 r1/2		France
Georges Clément	Male		1900 Summer Olympics	Athletics	400 metres, Handicap, Men	Olympic (non-medal)		AC h4 r1/2		France
Henri Clermont	Male	1901	1924 Summer Olympics	Athletics	10 kilometres Walk, Men	Olympic		10		France
Jean Cochard	Male	1939	1964 Summer Olympics	Athletics	Long Jump, Men	Olympic		5		France
Jean Cochard	Male	1939	1968 Summer Olympics	Athletics	Long Jump, Men	Olympic		33 r1/2		France
Christian Collardot	Male	1933	1960 Summer Olympics	Athletics	Long Jump, Men	Olympic		6		France
Philippe Collet	Male	1963	1988 Summer Olympics	Athletics	Pole Vault, Men	Olympic		=5		France
Philippe Collet	Male	1963	1992 Summer Olympics	Athletics	Pole Vault, Men	Olympic		7		France
Pierre Colnard	Male	1929	1968 Summer Olympics	Athletics	Shot Put, Men	Olympic		9		France
René Combes	Male	1937	1968 Summer Olympics	Athletics	Marathon, Men	Olympic		AC		France
Jean Conrath	Male	1952	1976 Summer Olympics	Athletics	5,000 metres, Men	Olympic		5 h1 r1/2		France
Albert Corey	Male	1878	1904 Summer Olympics	Athletics	Marathon, Men	Olympic		2	Silver	France
Albert Corey	Male	1878	1904 Summer Olympics	Athletics	4 mile, Team, Men	Olympic	Chicago Athletic Association	2	Silver	France
Frédéric Cornette	Male	1967	1992 Summer Olympics	Athletics	800 metres, Men	Olympic		4 h2 r1/3		France
Jean-Claude Corre	Male	1961	1988 Summer Olympics	Athletics	20 kilometres Walk, Men	Olympic		20		France
Jean-Pierre Corval	Male	1949	1972 Summer Olympics	Athletics	400 metres Hurdles, Men	Olympic		8 h1 r2/3		France
Jean-Pierre Corval	Male	1949	1976 Summer Olympics	Athletics	110 metres Hurdles, Men	Olympic		7 h1 r2/3		France
Paul Couillaud	Male	1893	1924 Summer Olympics	Athletics	Long Jump, Men	Olympic		24		France
Paul Couillaud	Male	1893	1928 Summer Olympics	Athletics	Triple Jump, Men	Olympic		DNS		France
Eugène Coulon	Male	1899	1920 Summer Olympics	Athletics	Long Jump, Men	Olympic		=11 r1/2		France
Eugène Coulon	Male	1899	1920 Summer Olympics	Athletics	Triple Jump, Men	Olympic		DNS		France
Louis Courron	Male	1914	1948 Summer Olympics	Athletics	10 kilometres Walk, Men	Olympic		6 h2 r1/2		France
Léon Courtejaire	Male	1901	1924 Summer Olympics	Athletics	Pentathlon, Men	Olympic		14		France
Léon Courtejaire	Male	1901	1928 Summer Olympics	Athletics	Discus Throw, Men	Olympic		DNS		France
Charles Courtin	Male	1902	1920 Summer Olympics	Athletics	Long Jump, Men	Olympic		17 r1/2		France
Adrien Courtois	Male	1905	1936 Summer Olympics	Athletics	50 kilometres Walk, Men	Olympic		13		France
Pierre Cousin	Male	1913	1948 Summer Olympics	Athletics	Marathon, Men	Olympic		AC		France
Raymond Crapet	Male	1927	1948 Summer Olympics	Athletics	400 metres, Men	Olympic		3 h10 r1/4		France
André Crépin	Male	1907	1936 Summer Olympics	Athletics	Pole Vault, Men	Olympic		25		France
Jacques Crétaine	Male	1917	1948 Summer Olympics	Athletics	Decathlon, Men	Olympic		22		France
Yves Cros	Male	1923	1948 Summer Olympics	Athletics	400 metres Hurdles, Men	Olympic		5		France
Guy Cury	Male	1930	1956 Summer Olympics	Athletics	400 metres Hurdles, Men	Olympic		4 h1 r2/3		France
Roger Cuzol	Male	1916	1936 Summer Olympics	Athletics	3,000 metres Steeplechase, Men	Olympic		9 h1 r1/2		France
Mickaël Damian	Male	1969	1996 Summer Olympics	Athletics	1,500 metres, Men	Olympic		8 h3 r1/3		France
Georges Damitio	Male	1924	1948 Summer Olympics	Athletics	High Jump, Men	Olympic		5		France
Georges Damitio	Male	1924	1948 Summer Olympics	Athletics	Long Jump, Men	Olympic		6		France
Georges Damitio	Male	1924	1952 Summer Olympics	Athletics	High Jump, Men	Olympic		=13		France
Henri Dartigues	Male	1902	1928 Summer Olympics	Athletics	10,000 metres, Men	Olympic		DNS		France
Henri Dartigues	Male	1902	1928 Summer Olympics	Athletics	3,000 metres Steeplechase, Men	Olympic		5		France
Alain David	Male	1932	1956 Summer Olympics	Athletics	100 metres, Men	Olympic		4 h6 r1/4		France
Alain David	Male	1932	1956 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	France	4 h1 r2/3		France
Maurice de Conninck	Male	1897	1920 Summer Olympics	Athletics	1,500 metres, Men	Olympic		4 h3 r1/2		France
Maurice de Conninck	Male	1897	1920 Summer Olympics	Athletics	3,000 metres Steeplechase, Men	Olympic		DNS		France
Maurice de Conninck	Male	1897	1924 Summer Olympics	Athletics	3,000 metres Steeplechase, Men	Olympic		4 h3 r1/2		France
Jean-Claude Decosse	Male	1949	1972 Summer Olympics	Athletics	50 kilometres Walk, Men	Olympic		AC		France
François Decrombecque	Male	1884	1924 Summer Olympics	Athletics	10 kilometres Walk, Men	Olympic		6 h2 r1/2		France
Louis Bonniot de Fleurac	Male	1876	1906 Intercalated Games	Athletics	5 mile, Men	Intercalated		AC		France
Louis Bonniot de Fleurac	Male	1876	1908 Summer Olympics	Athletics	1,500 metres, Men	Olympic		6 h1 r1/2		France
Louis Bonniot de Fleurac	Male	1876	1908 Summer Olympics	Athletics	5 mile, Men	Olympic		DNS		France
Louis Bonniot de Fleurac	Male	1876	1908 Summer Olympics	Athletics	3,200 metres Steeplechase, Men	Olympic		AC h2 r1/2		France
Louis Bonniot de Fleurac	Male	1876	1908 Summer Olympics	Athletics	3 mile, Team, Men	Olympic	France	3	Bronze	France
Louis Bonniot de Fleurac	Male	1876	1928 Summer Olympics	Art Competitions	Painting, Drawings And Water Colors, Open	Olympic		AC		France
Louis Bonniot de Fleurac	Male	1876	1928 Summer Olympics	Art Competitions	Painting, Drawings And Water Colors, Open	Olympic		AC		France
Louis Bonniot de Fleurac	Male	1876	1928 Summer Olympics	Art Competitions	Painting, Drawings And Water Colors, Open	Olympic		AC		France
Louis Bonniot de Fleurac	Male	1876	1928 Summer Olympics	Art Competitions	Painting, Drawings And Water Colors, Open	Olympic		AC		France
Louis Bonniot de Fleurac	Male	1876	1928 Summer Olympics	Art Competitions	Painting, Drawings And Water Colors, Open	Olympic		AC		France
Georges de la Nézière	Male	1878	1896 Summer Olympics	Athletics	400 metres, Men	Olympic		DNS		France
Georges de la Nézière	Male	1878	1896 Summer Olympics	Athletics	800 metres, Men	Olympic		3 h2 r1/2		France
Georges de la Nézière	Male	1878	1896 Summer Olympics	Athletics	1,500 metres, Men	Olympic		DNS		France
Pascal Debacker	Male	1960	1984 Summer Olympics	Athletics	3,000 metres Steeplechase, Men	Olympic		8		France
Jacques Degats	Male	1930	1952 Summer Olympics	Athletics	400 metres, Men	Olympic		5 h3 r2/4		France
Jacques Degats	Male	1930	1952 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	France	6		France
Jacques Degats	Male	1930	1956 Summer Olympics	Athletics	400 metres, Men	Olympic		5 h2 r2/4		France
Jacques Degats	Male	1930	1956 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	France	3 h2 r1/2		France
Emmanuel Degland	Male	1900	1924 Summer Olympics	Athletics	Javelin Throw, Men	Olympic		=21		France
Emmanuel Degland	Male	1900	1928 Summer Olympics	Athletics	Javelin Throw, Men	Olympic		24 r1/2		France
Maurice Degrelle	Male	1901	1924 Summer Olympics	Athletics	100 metres, Men	Olympic		5 h1 r3/4		France
Maurice Degrelle	Male	1901	1924 Summer Olympics	Athletics	200 metres, Men	Olympic		3 h4 r2/4		France
Maurice Degrelle	Male	1901	1924 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	France	5		France
Maurice Degrelle	Male	1901	1928 Summer Olympics	Athletics	200 metres, Men	Olympic		4 h4 r2/4		France
Marius Delaby	Male	1890	1912 Summer Olympics	Athletics	100 metres, Men	Olympic		AC h10 r1/3		France
Marius Delaby	Male	1890	1912 Summer Olympics	Athletics	110 metres Hurdles, Men	Olympic		3 h2 r2/3		France
Marius Delaby	Male	1890	1912 Summer Olympics	Athletics	High Jump, Men	Olympic		NP r1/2		France
Albert Delannoy	Male	1881	1900 Summer Olympics	Athletics	Long Jump, Men	Olympic		5		France
Albert Delannoy	Male	1881	1900 Summer Olympics	Athletics	Triple Jump, Men	Olympic		5		France
Jocelyn Delecour	Male	1935	1956 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	France	4 h1 r2/3		France
Jocelyn Delecour	Male	1935	1960 Summer Olympics	Athletics	100 metres, Men	Olympic		4 h1 r2/4		France
Jocelyn Delecour	Male	1935	1960 Summer Olympics	Athletics	200 metres, Men	Olympic		4 h3 r2/4		France
Jocelyn Delecour	Male	1935	1960 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	France	AC h4 r1/3		France
Jocelyn Delecour	Male	1935	1964 Summer Olympics	Athletics	200 metres, Men	Olympic		7 h2 r3/4		France
Jocelyn Delecour	Male	1935	1964 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	France	3	Bronze	France
Jocelyn Delecour	Male	1935	1968 Summer Olympics	Athletics	100 metres, Men	Olympic		6 h4 r2/4		France
Jocelyn Delecour	Male	1935	1968 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	France	3	Bronze	France
Henri Delerue	Male	1939	1960 Summer Olympics	Athletics	20 kilometres Walk, Men	Olympic		12		France
Henri Delerue	Male	1939	1964 Summer Olympics	Athletics	20 kilometres Walk, Men	Olympic		13		France
Henri Delerue	Male	1939	1964 Summer Olympics	Athletics	50 kilometres Walk, Men	Olympic		15		France
Henri Delerue	Male	1939	1968 Summer Olympics	Athletics	50 kilometres Walk, Men	Olympic		21		France
Henry Deloge	Male	1874	1900 Summer Olympics	Athletics	800 metres, Men	Olympic		4		France
Henry Deloge	Male	1874	1900 Summer Olympics	Athletics	1,500 metres, Men	Olympic		2	Silver	France
Henry Deloge	Male	1874	1900 Summer Olympics	Athletics	5,000 metres, Team, Men	Olympic	Racing Club de France	2	Silver	France
Maurice Delvart	Male	1899	1920 Summer Olympics	Athletics	400 metres, Men	Olympic		3 h7 r1/4		France
Maurice Delvart	Male	1899	1920 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	France	3	Bronze	France
Francis Demarthon	Male	1950	1980 Summer Olympics	Athletics	400 metres, Men	Olympic		5 h1 r2/4		France
Francis Demarthon	Male	1950	1980 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	France	4		France
Hervé d'Encausse	Male	1943	1964 Summer Olympics	Athletics	Pole Vault, Men	Olympic		=15		France
Hervé d'Encausse	Male	1943	1968 Summer Olympics	Athletics	Pole Vault, Men	Olympic		7		France
Hervé d'Encausse	Male	1943	1972 Summer Olympics	Athletics	Pole Vault, Men	Olympic		AC r2/2		France
Philippe d'Encausse	Male	1967	1988 Summer Olympics	Athletics	Pole Vault, Men	Olympic		8		France
Philippe d'Encausse	Male	1967	1992 Summer Olympics	Athletics	Pole Vault, Men	Olympic		=14 r1/2		France
Marcel Denis	Male	1896	1928 Summer Olympics	Athletics	Marathon, Men	Olympic		28		France
Jacques Déprez	Male	1938	1960 Summer Olympics	Athletics	110 metres Hurdles, Men	Olympic		5 h6 r1/4		France
Philippe Deroche	Male	1954	1976 Summer Olympics	Athletics	Long Jump, Men	Olympic		26 r1/2		France
Philippe Deroche	Male	1954	1980 Summer Olympics	Athletics	Long Jump, Men	Olympic		10		France
René Desroches	Male	1905	1936 Summer Olympics	Athletics	3,000 metres Steeplechase, Men	Olympic		7 h2 r1/2		France
André Devaux	Male	1894	1920 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	France	3	Bronze	France
Stéphane Diagana	Male	1969	1992 Summer Olympics	Athletics	400 metres Hurdles, Men	Olympic		4		France
Stéphane Diagana	Male	1969	1992 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	France	4 h1 r1/2		France
René Djian	Male	1927	1952 Summer Olympics	Athletics	800 metres, Men	Olympic		5 h4 r1/3		France
René Djian	Male	1927	1956 Summer Olympics	Athletics	800 metres, Men	Olympic		6 h2 r2/3		France
Jacques Dohen	Male	1930	1952 Summer Olympics	Athletics	110 metres Hurdles, Men	Olympic		5 h6 r1/3		France
Lucien Dolquès	Male	1905	1924 Summer Olympics	Athletics	5,000 metres, Men	Olympic		7		France
Lucien Dolquès	Male	1905	1924 Summer Olympics	Athletics	Cross-Country, Individual, Men	Olympic		AC		France
Lucien Dolquès	Male	1905	1924 Summer Olympics	Athletics	Cross-Country, Team, Men	Olympic	France	3	Bronze	France
Pierre Dondelinger	Male	1913	1936 Summer Olympics	Athletics	200 metres, Men	Olympic		5 h2 r1/4		France
Pierre Dondelinger	Male	1913	1936 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	France	5 h2 r1/2		France
Henri Dozolme	Male	1899	1920 Summer Olympics	Athletics	Shot Put, Men	Olympic		15 r1/2		France
Joseph Dréher	Male	1884	1908 Summer Olympics	Athletics	1,500 metres, Men	Olympic		5 h4 r1/2		France
Joseph Dréher	Male	1884	1908 Summer Olympics	Athletics	5 mile, Men	Olympic		DNS		France
Joseph Dréher	Male	1884	1908 Summer Olympics	Athletics	3 mile, Team, Men	Olympic	France	3	Bronze	France
Guy Drut	Male	1950	1972 Summer Olympics	Athletics	110 metres Hurdles, Men	Olympic		2	Silver	France
Guy Drut	Male	1950	1976 Summer Olympics	Athletics	110 metres Hurdles, Men	Olympic		1	Gold	France
Didier Dubois	Male	1957	1980 Summer Olympics	Athletics	400 metres, Men	Olympic		6 h2 r3/4		France
Didier Dubois	Male	1957	1980 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	France	4		France
Didier Dubois	Male	1957	1984 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	France	4 h2 r1/3		France
Georges Dubois	Male		1908 Summer Olympics	Athletics	200 metres, Men	Olympic		DNS		France
Georges Dubois	Male		1908 Summer Olympics	Athletics	400 metres, Men	Olympic		DNS		France
Georges Dubois	Male		1908 Summer Olympics	Athletics	800 metres, Men	Olympic		DNS		France
Georges Dubois	Male		1908 Summer Olympics	Athletics	400 metres Hurdles, Men	Olympic		AC h6 r1/3		France
Georges Dubois	Male		1908 Summer Olympics	Athletics	Standing Long Jump, Men	Olympic		DNS		France
Éric Dubus	Male	1966	1996 Summer Olympics	Athletics	1,500 metres, Men	Olympic		9 h5 r1/3		France
André Dufau	Male	1905	1928 Summer Olympics	Athletics	100 metres, Men	Olympic		3 h12 r1/4		France
André Dufau	Male	1905	1928 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	France	4		France
Paul Dufauret	Male	1900	1924 Summer Olympics	Athletics	Pole Vault, Men	Olympic		=8		France
Jean-Pierre Dufresne	Male	1945	1968 Summer Olympics	Athletics	800 metres, Men	Olympic		6 h1 r2/3		France
Jean-Pierre Dufresne	Male	1945	1972 Summer Olympics	Athletics	1,500 metres, Men	Olympic		8 h3 r2/3		France
Clément Duhour	Male	1911	1932 Summer Olympics	Athletics	Shot Put, Men	Olympic		12		France
Clément Duhour	Male	1911	1932 Summer Olympics	Athletics	Discus Throw, Men	Olympic		16		France
Édouard Duhour	Male	1905	1928 Summer Olympics	Athletics	Shot Put, Men	Olympic		11 r1/2		France
Édouard Dupiré	Male	1904	1924 Summer Olympics	Athletics	High Jump, Men	Olympic		AC		France
Georges Dupont	Male	1903	1928 Summer Olympics	Athletics	400 metres, Men	Olympic		4 h2 r2/4		France
Georges Dupont	Male	1903	1928 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	France	6		France
